environment,company_id,month,revenue_usd,cogs_usd,gross_margin_pct,opex_usd,ebitda_usd,cash_balance_usd,accounts_receivable_days,accounts_payable_days,inventory_turnover_days
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2024-12-01,92501.0,65149.0,0.296,13094.0,14257.0,237691.0,42.5,45.0,22.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-01-01,91083.0,62817.0,0.31,11614.0,16652.0,242693.0,42.2,37.0,38.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-02-01,88694.0,75926.0,0.144,13995.0,-1227.0,241781.0,43.3,31.0,41.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-03-01,99030.0,77311.0,0.219,12363.0,9356.0,240530.0,44.5,41.0,42.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-04-01,92197.0,73052.0,0.208,11595.0,7549.0,241460.0,45.5,41.1,23.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-05-01,72519.0,61194.0,0.156,10319.0,1005.0,240322.0,47.9,36.2,41.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-06-01,84437.0,75672.0,0.104,17194.0,-8429.0,223513.0,46.4,27.4,34.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-07-01,59597.0,48586.0,0.185,10543.0,468.0,219453.0,45.8,40.3,39.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-08-01,47638.0,38327.0,0.195,6824.0,2488.0,221967.0,45.0,30.2,40.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-09-01,52597.0,37251.0,0.292,7403.0,7943.0,219885.0,44.7,38.3,30.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-10-01,53577.0,44610.0,0.167,8303.0,665.0,215321.0,47.1,30.8,29.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-11-01,46746.0,38954.0,0.167,10139.0,-2347.0,209545.0,44.6,44.0,43.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2025-12-01,34255.0,26139.0,0.237,6709.0,1408.0,217518.0,47.8,48.3,42.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-01-01,65181.0,47803.0,0.267,9307.0,8071.0,228366.0,46.4,28.7,32.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-02-01,48682.0,38828.0,0.202,7610.0,2244.0,232540.0,48.6,32.9,38.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-03-01,46258.0,32301.0,0.302,5793.0,8164.0,231892.0,48.7,47.6,30.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-04-01,41983.0,39707.0,0.054,8043.0,-5767.0,223507.0,50.9,44.7,44.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-05-01,37844.0,29638.0,0.217,5018.0,3189.0,225304.0,53.7,28.6,27.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-06-01,33330.0,26243.0,0.213,6357.0,730.0,226214.0,54.1,44.0,32.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-014,2026-07-01,36645.0,26611.0,0.274,7400.0,2635.0,223294.0,55.6,27.1,35.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-08-01,69677.0,58810.0,0.156,9513.0,1354.0,122142.0,47.3,33.9,33.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-09-01,56709.0,30662.0,0.459,12465.0,13582.0,128031.0,48.9,30.8,37.7
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-10-01,45386.0,32884.0,0.275,8844.0,3658.0,130097.0,47.8,45.4,43.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-11-01,63268.0,49453.0,0.218,11201.0,2615.0,121987.0,46.4,42.2,26.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2024-12-01,78586.0,65198.0,0.17,16016.0,-2628.0,120777.0,42.4,37.1,22.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-01-01,91404.0,70468.0,0.229,15458.0,5478.0,119442.0,40.6,28.5,21.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-02-01,68958.0,63094.0,0.085,13531.0,-7667.0,110703.0,39.6,45.2,35.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-03-01,77460.0,52640.0,0.32,15944.0,8876.0,107178.0,40.1,47.8,27.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-04-01,50396.0,38917.0,0.228,10603.0,876.0,111063.0,39.0,36.1,50.4
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-05-01,37987.0,31952.0,0.159,4876.0,1160.0,118306.0,40.8,49.7,35.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-06-01,43877.0,42459.0,0.032,7935.0,-6517.0,114926.0,40.9,45.3,40.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-07-01,41159.0,38361.0,0.068,7663.0,-4864.0,114161.0,37.7,52.6,43.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-08-01,33370.0,30073.0,0.099,6975.0,-3679.0,109635.0,38.3,55.7,26.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-09-01,34123.0,33548.0,0.017,7050.0,-6475.0,105154.0,39.3,43.5,30.3
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-10-01,34789.0,29334.0,0.157,6258.0,-802.0,109071.0,42.4,53.8,38.8
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-11-01,21575.0,18921.0,0.123,3484.0,-830.0,102212.0,43.6,41.2,37.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2025-12-01,22428.0,21514.0,0.041,4933.0,-4020.0,97449.0,45.7,40.2,38.1
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-01-01,17448.0,16315.0,0.065,2313.0,-1180.0,94527.0,46.6,55.1,38.9
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-02-01,8190.0,8108.0,0.01,1219.0,-1137.0,90181.0,48.4,43.6,27.6
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-03-01,4927.0,4570.0,0.073,904.0,-547.0,100390.0,48.4,47.1,48.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-04-01,4392.0,4348.0,0.01,950.0,-906.0,96054.0,51.2,41.4,30.0
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-05-01,3908.0,3849.0,0.015,653.0,-594.0,96505.0,52.4,43.3,45.2
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-06-01,3000.0,2970.0,0.01,374.0,-344.0,105273.0,53.0,57.3,34.5
"Stressed / Crisis (FX shock, drought, rate spike)",OXC-015,2026-07-01,3000.0,2970.0,0.01,548.0,-518.0,105714.0,50.6,43.4,46.6
